From,To,Distance
381,4,1818.5590380522308
381,164,1739.2573658408683
381,117,6327.508156353451
381,239,204.24684905837807
381,58,2742.673871067144
381,123,2686.0601236044354
381,337,3060.30725558065
381,67,391.46155121692146
381,258,733.6081110681234
381,254,292.82451481805765
381,16,602.3785004123434
381,168,6304.713351822084
381,243,1274.971568062761
381,355,659.1835271258699
381,169,8412.643208460655
381,62,475.95019561197654
381,54,804.2768759638544
381,297,1800.7021042758602
381,190,9526.912693816936
381,82,948.9025784377781
381,252,9587.377214851675
381,240,861.7988722178093
381,362,602.7618021634285
381,273,995.4366732065135
381,197,753.1386436301526
381,302,9368.645848643195
381,379,6485.771719275985
381,110,4764.319495995785
381,19,1638.250454128801
381,50,922.06551900603
381,8,1606.7036777315957
381,18,1485.3045733247534
381,219,5105.076669100549
381,44,770.3890432629945
381,51,482.5044686345149
381,46,6534.719256965559
381,85,1231.5480042429683
381,267,7964.7362760709975
381,199,787.4729129895568
381,20,7525.833600337809
381,156,6668.144688419017
381,192,2503.286486705339
381,120,693.5040541994869
381,29,950.7939108125461
381,48,620.5397281944221
381,213,1239.241334058947
381,171,2628.7267244301747
381,158,1116.6956177798404
381,170,1656.4497167216905
381,260,7125.344563438472
381,354,1187.2913387372319
381,107,1236.3852351230666
381,39,920.4416670134314
381,204,1722.192446554004
381,27,855.8840638728334
381,15,2903.611486111996
381,141,8210.68941639645
381,270,6455.055656712093
381,148,9272.78905661191
381,167,816.1425385905908
381,159,8736.512156583894
381,125,285.40807480388287
381,211,327.7466628921319
381,360,363.29736230890785
381,24,2163.938800695544
381,288,1479.4336412230705
381,122,455.42254484005457
381,364,1145.3214451924887
381,207,2998.91419699064
381,154,3144.014318038087
381,38,9047.312198131107
381,3,2804.279086305714
381,369,726.2947093602232
381,129,1033.6831544188697
381,284,2253.732860411141
381,78,2069.3766754059848
381,47,6005.463435433595
381,143,1925.1920659130676
381,264,1387.4641199540933
381,215,1005.883490217449
381,343,2807.234065312895
381,35,920.0208235729773
381,135,230.1076791069904
381,316,1278.022468982431
381,126,2863.277518235641
381,227,7839.112129628629
381,209,806.0921450715998
381,195,514.1194362746819
381,103,4491.583790318446
381,137,561.041697057933
381,245,435.43624582068355
381,263,1415.5468498129105
381,350,260.8339153763129
381,134,9601.749691529276
381,283,9024.486833894924
381,139,692.5321635384399
381,229,1379.337657915587
381,180,871.470293784199
381,100,2195.577572837396
381,91,936.7566301853585
381,317,744.0128493737142
381,307,10297.83975175073
381,376,5991.18027402886
381,193,759.1290109718162
381,194,1964.0886075412654
381,108,444.0721834514723
381,324,2178.9994698952023
381,321,145.0047793886355
381,244,6079.171982478896
381,281,7520.233623516111
381,210,295.3927446564386
381,189,9164.995682526926
381,96,1521.4031922588156
381,380,604.775931740818
381,278,510.2647147620013
381,13,1259.4322307538707
381,345,7829.4696501419285
381,93,6143.209478154571
381,259,1528.6966155150956
381,238,260.5106122972853
44,40,948.0612715796843
44,71,1125.9575551501248
44,325,929.9554342990103
44,360,1025.303818418775
44,112,1249.7550430113338
44,253,267.40029352032633
44,327,757.2575916263897
44,122,953.4909367982854
44,50,743.2060150096893
44,8,959.9837708182155
44,239,743.9012371353547
44,201,697.5616790033092
44,51,777.7378589903965
44,337,2333.3064583943246
44,376,5513.9398563908935
44,258,939.8822315367105
44,381,770.3890432629945
44,284,1600.3419372830247
44,78,1403.325904906059
44,10,833.0741646282426
44,120,1098.585097441733
44,143,2426.6563775027375
44,16,922.9958004943412
44,213,536.9680690761148
44,320,787.1932001369807
44,262,492.61089150513897
44,135,553.5805577848869
44,53,703.8206276151138
44,274,1363.2826614421103
44,62,526.7445407661953
44,354,1275.2389518177224
44,209,783.3502805715447
44,107,1035.9133275163495
44,83,735.2456251699283
44,259,758.9037254612418
44,204,967.4158621731559
44,232,497.8322160830899
44,14,962.4534771038434
44,27,453.12677072983087
44,245,644.2878816152603
44,211,463.94433153575346
44,273,651.457694168269
44,238,1030.2878472556401
44,197,703.2806381633474
50,40,1286.9027440771583
50,229,2199.6363026437048
50,180,1583.0446628681066
50,24,3080.222767063177
50,112,509.2911055356622
50,364,1332.7848502633094
50,8,1640.245957187736
50,214,1387.3880868090112
50,239,1055.64310712277
50,207,2812.633772282603
50,70,2765.1522571772757
50,51,504.7912062884459
50,3,2652.156291807466
50,337,2839.62270770232
50,369,1359.966609661149
50,99,2963.100015898194
50,44,743.2060150096893
50,129,1452.9983646039495
50,123,2368.7707943467385
50,381,922.06551900603
50,119,1649.1943081121226
50,284,2239.95136238104
50,64,2180.5723832120834
50,342,914.0219682991949
50,120,1555.9179201778009
50,143,2843.7371823213243
50,34,1110.3266782168596
50,16,523.5977686376577
50,213,1214.037862197049
50,243,1995.3292614768457
50,135,861.5006076654772
50,171,1816.1159406331867
50,158,1425.9299901537152
50,279,1300.1085625957464
50,126,2711.881566593448
50,62,457.85198959170066
50,133,1132.6195771436849
50,54,1641.7361221681272
50,269,3356.885068403452
50,131,511.3833060630283
50,328,1117.0909622690613
50,107,330.46397542100107
50,167,244.48391950436005
50,246,411.790913753316
50,261,401.3966288672114
50,352,1265.7510784915635
50,82,1116.6753340243317
50,13,1465.364662423841
50,27,1178.8480848783552
50,204,1486.4823787977123
50,32,432.3377727944704
50,367,1599.056475492693
50,245,1134.7822809091474
50,278,1199.5731542237497
50,1,647.4556501296541
50,315,448.55686670676624
50,273,1380.6618498493456
50,238,1089.8173715178561
50,125,807.5490971434707
50,139,893.5610341263736
135,235,1769.1557699827079
135,325,1392.700203630667
135,366,1260.320276239736
135,142,1989.1294356358699
135,164,1891.5110022309486
135,117,6220.247881999624
135,58,2822.270647641544
135,337,2830.20732252712
135,258,653.4962524814679
135,57,812.4798534265457
135,16,681.4789857911558
135,168,6196.535034770784
135,208,1015.5593130405001
135,62,407.4347714081966
135,54,1007.2225708389416
135,328,867.4747930252458
135,82,1137.3932683165087
135,232,318.7394312675918
135,14,1087.594433801619
135,362,816.30382285228
135,240,886.610094387573
135,273,791.7638304936007
135,197,714.3689004476092
135,110,4915.7141141391785
135,19,1729.9811306379577
135,18,1681.4333789947682
135,8,1379.2630680436598
135,50,861.5006076654772
135,201,529.6583269261299
135,44,553.5805577848869
135,51,531.6963153826041
135,85,1222.8052218430528
135,267,8194.127287534104
135,199,753.5587360939281
135,156,6561.3547885466105
135,10,525.3212930476435
135,120,694.595965870673
135,29,1114.989840735376
135,213,1009.178927791231
135,158,905.0855800998079
135,170,1878.6941308181972
135,354,1097.3857772271747
135,107,1190.404676129472
135,31,2831.5523489936927
135,204,1494.542216507572
135,27,636.9663368590666
135,15,3016.153736360866
135,291,4294.890568698824
135,167,702.4374021689573
135,125,459.4372361322149
135,360,489.65378466696615
135,24,2286.8472837219038
135,112,1263.2246443146835
135,122,482.5097407406257
135,364,921.4417331395745
135,207,2769.0258397743614
135,154,3221.0484530287936
135,284,2027.5377589895613
135,78,1841.7461606711092
135,143,2001.2548462096013
135,264,1565.0952225475694
135,343,2916.337024433465
135,215,991.906679041108
135,209,783.3532053220506
135,22,4922.60932006268
135,103,4632.390135573139
135,263,1576.162422886787
135,245,299.5501568182207
135,166,4037.354550212706
135,139,866.6253114688906
135,229,1348.0692671874956
135,253,596.7653831906185
135,100,2425.6632367761686
135,91,1046.7544540073284
135,317,855.5504539024913
135,376,5900.607809087228
135,36,782.1448703810638
135,381,230.1076791069904
135,119,1550.437853278996
135,193,733.119035494649
135,342,472.45222331422406
135,194,2185.374257290766
135,108,563.3245316915642
135,324,2409.0765542428194
135,321,358.9564614688054
135,262,393.21029148303984
135,210,376.2043281674352
135,96,1429.176847575989
135,278,740.30116238406
135,13,1039.3207761555889
135,259,1307.6229407022552
135,238,487.96519922939746
207,325,1376.4997280809641
207,123,546.0130971087539
207,337,117.02607357800983
207,67,3172.23750878094
207,254,3284.177859557947
207,34,2955.128809130876
207,16,3180.375323661757
207,208,3003.6933492119238
207,320,2961.524994049473
207,355,3613.813790132078
207,53,2947.925365049303
207,62,2798.7681227992007
207,131,3224.9993567377
207,328,3614.1859811381955
207,83,3009.7508262457723
207,246,3207.0231893823166
207,82,3801.6742820580525
207,113,3134.9809663977153
207,362,3541.4193956003533
207,197,2876.516685576472
207,349,3986.2295827410217
207,18,4331.663983055784
207,50,2812.633772282603
207,8,1408.4834947334125
207,51,3048.283034484056
207,48,3423.2167179425396
207,191,3091.0867496384994
207,213,1763.3540427251603
207,97,1481.7767942525288
207,107,2929.000116155691
207,251,3183.0739856434525
207,261,2717.9538682241678
207,204,1336.903140150869
207,27,2172.855766118977
207,125,3182.4997488678105
207,112,3256.9276736622887
207,364,1878.4440516111954
207,3,207.3027804398851
207,284,817.7975989494773
207,78,958.7035793120799
207,215,3022.113318404019
207,35,2948.923267292326
207,135,2769.0258397743614
207,279,2887.9569989873735
207,126,159.9590647350146
207,209,2938.9390393132967
207,195,3479.4606464982885
207,137,3421.3697142224682
207,263,4093.8132122582037
207,139,3525.4651567815517
207,33,3916.2417174419493
207,36,2040.829405166853
207,381,2998.91419699064
207,108,3187.3908416284617
207,321,3122.4086081975925
207,262,2766.07499702096
207,210,3027.615280977772
207,114,2999.221860610804
207,278,3509.1464747983496
207,13,1792.289472177379
207,259,1600.3322319009349
207,238,3251.885864498262
192,235,2156.500209977005
192,229,1735.558995290856
192,110,2340.821569228765
192,366,2167.848914857138
192,19,929.5169179623347
192,288,2555.211133518621
192,100,2304.996423802323
192,18,2979.4086976592926
192,239,2411.361951484608
192,181,1222.9046061821182
192,58,567.557466200011
192,312,1125.9508620254226
192,381,2503.286486705339
192,199,3275.3602397908553
192,264,1254.0168126673252
192,143,769.0903018864071
192,16,2989.3715539967466
192,29,1580.6726225843977
192,343,339.0036967708534
192,191,3450.286018088877
192,324,2361.8571890335925
192,108,2813.867341056263
192,215,3465.9208041911106
192,194,2780.178822972968
192,35,3396.620975150438
192,26,1883.158879968701
192,208,3500.604474983108
192,316,1238.3004788124163
192,53,2578.7731028060766
192,170,1733.0052420945467
192,62,2979.1081331969744
192,131,3700.7945073434594
192,54,1835.1209343967105
192,328,2511.561843019692
192,209,3285.6320375666583
192,176,1395.3092088542803
192,326,3172.597381394442
192,31,207.2230841847968
192,22,2331.1135576589554
192,114,3385.6412887326546
192,103,2026.7934706490257
192,137,2717.605274810214
192,263,3241.193685690329
192,15,413.5676876548478
192,32,3757.634472477119
192,362,2034.8935653269743
192,238,2337.754638456429
192,125,2633.972761803826
192,197,3245.0120213297423
337,40,3070.304820493225
337,325,1440.5783889532067
337,239,2956.84622000832
337,67,3221.4273469028885
337,254,3343.2330685084294
337,34,3023.7020192161717
337,16,3221.4872486014947
337,208,3026.354793509544
337,320,2994.440343385856
337,355,3667.2573181433036
337,53,3007.3142594479527
337,62,2844.388759886273
337,131,3239.702240351985
337,328,3668.3987773560025
337,83,3055.207495502989
337,246,3229.040056220355
337,32,3073.1030166519463
337,362,3610.6565798074366
337,197,2910.2311037057575
337,50,2839.62270770232
337,201,2999.0583205950334
337,51,3092.5887346356963
337,44,2333.3064583943246
337,120,3015.868554497331
337,48,3469.1685926141363
337,191,3115.42728714155
337,213,1821.73927913862
337,170,4670.648897940873
337,107,2943.0911989163856
337,39,3695.596352553178
337,251,3228.5291688554407
337,261,2728.267637752948
337,27,2243.4553048130406
337,125,3236.3578810075996
337,112,3273.7880471658423
337,288,4504.017001032384
337,364,1950.4678566512089
337,207,117.02607357800983
337,215,3046.0778016691397
337,35,2975.977790941662
337,135,2830.20732252712
337,279,2963.5924090065255
337,126,268.9673543043117
337,209,2970.5075040902634
337,195,3534.655931149352
337,137,3470.219883993014
337,263,4126.003615246862
337,315,2811.4347343109944
337,139,3571.6769529101516
337,253,2488.7941551884287
337,100,5255.54439450869
337,55,2860.305794119687
337,381,3060.30725558065
337,194,4973.400779881336
337,108,3234.776348336748
337,324,5239.249733007028
337,321,3181.161760568718
337,262,2812.1574114364607
337,210,3078.688354590884
337,114,3026.4473761951494
337,278,3570.4643129251513
337,13,1869.447521560873
337,259,1633.0018357740848
337,238,3315.1791971579896
337,147,3159.3185369827306
18,235,887.0478341229416
18,40,1737.435136738603
18,366,852.9620405478086
18,365,711.938691287106
18,142,398.26850278963565
18,4,2461.620651224838
18,164,2174.361484255053
18,117,6302.429838045187
18,67,1187.8677306156287
18,258,2163.3687445518444
18,256,8580.00286137655
18,16,1151.3002275048646
18,168,6287.235137840756
18,355,838.1402616725466
18,121,7956.130806145596
18,62,1537.995629306246
18,54,1360.8341506112695
18,297,2227.8582002745084
18,190,8856.354631296552
18,328,852.4106166576445
18,348,561.3950324043469
18,82,546.3420590820907
18,362,1285.3715619842508
18,273,2472.8971050482864
18,197,1474.2339196983403
18,349,435.8295238731024
18,110,4781.502476814001
18,341,390.25999360372657
18,19,2450.4394844624876
18,8,3013.5590762996244
18,5,5895.736130270818
18,132,393.5653880412235
18,160,3597.751526604281
18,70,2717.6167374777706
18,51,1286.7932902556183
18,85,2473.3731794962064
18,267,6685.915662204983
18,199,1461.4356592992285
18,10,2066.766241785734
18,120,2021.561346282071
18,192,2979.4086976592926
18,29,1655.9046871633936
18,213,2599.3876697353753
18,171,2140.893477019216
18,260,6850.518925983611
18,107,1623.5264689565913
18,39,677.2083030947788
18,204,2996.0461688090345
18,27,2313.177374541678
18,125,1222.0634819792406
18,360,1614.7699439332048
18,112,1319.255871692151
18,288,465.36776982762234
18,207,4331.663983055784
18,38,8289.95411941472
18,312,2154.5984586929367
18,78,3465.3164976542053
18,215,1414.211615597928
18,343,3318.0226787013767
18,35,1450.4274498807324
18,135,1681.4333789947682
18,279,1845.659779719983
18,203,1679.753243199943
18,103,4614.623754411775
18,245,1918.5085024301984
18,263,386.237690979553
18,139,824.8818205573965
18,229,2655.4483946599985
18,180,1070.3624849091477
18,91,1899.094492202956
18,33,708.6368701656294
18,317,1793.6910764244724
18,381,1485.3045733247534
18,119,3117.3901580844376
18,193,1433.7252198629772
18,194,690.6394297306254
18,108,1161.5259589215448
18,324,1218.8450565852938
18,262,1571.6524673393492
18,323,701.6542148110123
18,210,1340.7683926504242
18,274,2410.594301376624
18,278,1086.282211630415
18,13,2709.2491745843204
18,238,1316.318012561005
349,366,1026.4561501520502
349,24,2882.3677715195404
349,365,1039.2150744828743
349,288,842.6942456820817
349,91,1927.4614301001477
349,33,307.74687542074645
349,18,435.8295238731024
349,8,2717.8191993317682
349,207,3986.2295827410217
349,369,990.7856043477622
349,129,730.5098337822086
349,29,1733.7569837399483
349,16,837.2629931330805
349,264,1942.5230374340447
349,208,1034.8921488084757
349,320,1025.0724791439006
349,323,266.37032220446224
349,279,1722.5574890750245
349,9,2066.2038896342856
349,348,475.8846138683634
349,82,421.6340585144749
349,13,2447.020201181691
349,27,2067.3412536901933
349,245,1737.7468292000838
349,183,1118.523797693102
349,273,2245.1349503508623
349,197,1109.728629532554
263,366,1073.7175549594338
263,365,1044.762644849907
263,142,766.7086551772885
263,164,2419.1518196747
263,117,5928.6297487003585
263,239,1617.306468975224
263,337,4126.003615246862
263,67,1056.88290888057
263,16,949.9776120352873
263,168,5912.889396273198
263,355,851.2427141669209
263,121,7575.5283051810975
263,62,1347.6999770805844
263,54,1506.976800023699
263,163,5278.575329386803
263,328,873.3872869362335
263,198,5547.293397022774
263,348,370.8148128977444
263,82,509.223910304222
263,362,1380.9093990690387
263,1,829.6095788670277
263,273,2357.4947398657214
263,197,1217.5275882338824
263,341,773.6527208936626
263,19,2626.9616927272996
263,8,2829.9898329389803
263,18,386.237690979553
263,132,282.094095460154
263,70,2889.3209806001273
263,51,1103.268118263989
263,199,1196.7897369953882
263,10,2027.7366888036097
263,120,2037.2537851340144
263,192,3241.193685690329
263,29,1808.0195684544835
263,171,1781.4585514523142
263,170,1649.9884888302902
263,107,1284.6243119718872
263,39,499.4091738887474
263,204,2758.4621158834384
263,27,2180.0881587635454
263,125,1131.6902741247502
263,360,1626.2383824474475
263,24,2935.6970162401944
263,112,963.8501902766884
263,288,827.7370598753112
263,207,4093.8132122582037
263,38,8668.428436944847
263,129,777.422119159129
263,284,3466.5267339235324
263,215,1103.016398886413
263,135,1576.162422886787
263,279,1826.878152837213
263,103,4951.784952545882
263,245,1847.2143919528448
263,139,724.0296429337864
263,229,2707.110261665004
263,180,1244.0074287155805
263,91,2011.518755832385
263,33,322.43534461608124
263,317,1875.9263037199607
263,36,2091.6431428890996
263,381,1415.5468498129105
263,119,2899.4120219121514
263,194,1065.44317988784
263,108,1016.7269468593619
263,324,1605.0775817769504
263,262,1382.191156206317
263,323,334.95595325018076
263,278,1131.5502469346131
263,13,2559.938966776989
263,238,1308.3185538812334
231,102,7445.115803717755
231,184,2488.004246998848
231,59,1277.030069469978
231,177,2632.8083623776765
231,330,6258.092099117896
231,225,1154.692630124087
231,190,11731.295500886268
231,63,566.517365470467
231,252,3048.4916971713305
231,302,11220.161891863965
231,37,1096.1912252477553
231,110,6900.831945414366
231,127,2322.700917540451
231,267,2873.817557530028
231,199,10759.045273566328
231,346,1174.5547357209027
231,291,7771.78798655464
231,148,1144.9943824102606
231,159,2606.882901376951
231,104,2663.3641392315826
231,38,2185.967390660898
231,282,2429.1784154570582
231,303,1610.1689856091134
231,248,2757.7981689440007
231,22,6978.9427694711285
231,372,1155.3001990160753
231,103,7276.996133953672
231,166,8588.704553081796
231,151,8514.03337567762
231,283,1850.0397650384302
231,149,2571.6223387488217
231,307,2373.0615529647116
231,276,3926.2842180533075
231,66,2786.041038918976
231,26,7364.279590518969
231,140,1771.8028966511706
231,377,10546.157669990173
231,173,899.2679546293421
231,222,6308.786161189766
231,109,6923.834729271093
231,150,2993.597208178108
109,100,3670.5003621154756
109,363,3708.375857855015
109,102,564.7885553836438
109,184,5551.486694130976
109,219,347.9330454069557
109,76,3281.199562997234
109,186,858.7218678759662
109,231,6923.834729271093
109,199,5509.1096050038705
109,264,3406.9887624356284
109,194,4327.693946006635
109,230,3023.4545445101426
109,182,3016.654893110183
109,26,478.73439129885696
109,316,3503.3580924862836
109,54,4020.81623250162
109,176,3369.264686055658
109,326,3567.4882447550303
109,31,2142.4068554404234
109,265,4029.4734916622065
109,103,360.0066768116731
109,15,2018.8966516555286
109,166,1670.943428860653
109,291,852.5850563261329
52,318,1083.9352372335902
52,275,1604.061038413642
52,20,6723.629149638285
52,361,797.3972942042378
52,118,2356.463532474234
52,227,5803.287324378909
52,62,8749.701518074682
52,65,871.9458359529619
52,130,913.2820934991729
52,280,4433.996995128349
52,204,7288.032097986539
52,79,590.4578663707872
52,134,854.2231755575999
318,298,3993.7121095798725
318,52,1083.9352372335902
318,361,1457.2189697006088
318,213,6927.008602613868
318,227,6251.936784849786
318,65,1479.243044573962
318,130,1216.9884615079354
318,204,6492.93153251391
318,79,958.8465396636165
318,134,1451.0674394401278
318,125,8347.667047088957
134,275,864.9255244707929
134,164,10551.44780563147
134,117,7678.32775045406
134,239,9478.340912387564
134,16,9767.548110815047
134,168,7658.202459152271
134,169,7433.6171379334055
134,224,7427.484739572267
134,62,9398.108374143278
134,190,9911.096555085005
134,280,5082.1173428583725
134,299,5288.4567377174335
134,379,8187.554072972727
134,106,8217.465180007695
134,110,12207.853963755992
134,95,8237.430415368637
134,7,1692.720380551387
134,199,9453.050725317844
134,20,7504.6119048048995
134,156,7643.3134440208305
134,120,9425.470595351871
