"ID_RESA","CLIENT"
1742,9741385786
1743,115611383
1744,8741385775
1745,6846086230
1746,9741385787
1747,1115611410
1748,115611384
1749,2464876504
1750,5148997277
1751,1115611411
1752,115611385
1753,8741385776
1754,1115611412
1755,3464876481
1756,6846086231
1757,5148996726
1758,9741385788
1759,5148997278
1760,115611386
1761,1115611413
1762,4148996747
1763,115611387
1764,8741385777
1765,5148996727
1766,4148996748
1767,2464876505
1768,3464876482
1769,6846086232
1770,1115611414
1771,9741385789
1772,8741385778
1773,5148996728
1774,115611388
1775,1115611415
1776,115611389
1777,5148997279
1778,6846086233
1779,1115611416
1780,5148997280
1781,9741385790
1782,6846086234
1783,8741385779
1784,4148996749
1785,2464876506
1786,3464876483
1787,115611390
1788,5148996729
1789,1115611417
1790,2464876507
1791,5148997281
1792,6846086235
1793,3464876484
1794,9741385791
1795,8741385780
1796,5148997282
1797,4148996750
1798,5148996730
1799,6846086236
1800,5148997283
1801,6846086237
1802,5148997284
1803,2464876508
1804,3464876485
1805,6846086238
1806,9741385792
1807,2464876509
1808,4148996751
1809,3464876486
1810,5148996731
1811,115611391
1812,4148996752
1813,5148996732
1814,2464876510
1815,1115611418
1816,3464876487
1817,115611392
1818,8741385781
1819,2464876511
1820,4148996753
1821,1115611419
1822,3464876488
1823,5148997285
1824,115611393
1825,2464876512
1826,5148996733
1827,6846086239
1828,3464876489
1829,1115611420
1830,4148996754
1831,2464876513
1832,115611394
1833,9741385793
1834,8741385782
1835,5148996734
1836,4148996755
1837,9741385794
1838,5148997286
1839,8741385783
1840,6846086240
1841,5148996735
1842,3464876490
1843,4148996756
1844,2464876514
1845,5148997287
1846,3464876491
1847,6846086241
1848,1115611421
1849,115611395
1850,5148997288
1851,2464876515
1852,1115611422
1853,3464876492
1854,6846086242
1855,115611396
1856,5148996736
1857,5148997289
1858,2464876516
1859,6846086243
1860,9741385795
1861,8741385784
1862,9741385796
1863,5148997290
1864,3464876493
1865,4148996757
1866,5148996737
1867,2464876517
1868,4148996758
1869,1115611423
1870,3464876494
1871,115611397
1872,8741385785
1873,2464876518
1874,9741385797
1875,3464876495
1876,6846086244
1877,5148996738
1878,5148997291
1879,8741385786
1880,4148996759
1881,5148996739
1882,9741385798
1883,1115611424
1884,4148996760
1885,2464876519
1886,5148996740
1887,8741385787
1888,6846086245
1889,5148997292
1890,9741385799
1891,8741385788
1892,115611398
1893,3464876496
1894,1115611425
1895,2464876520
1896,115611399
1897,3464876497
1898,9741385800
1899,1115611426
1900,2464876521
1901,8741385789
1902,3464876498
1903,2464876522
1904,3464876499
1905,2464876523
1906,4148996761
1907,6846086246
1908,115611400
1909,5148996741
1910,3464876500
1911,2464876524
1912,3464876501
1913,2464876525
1914,1115611427
1915,5148997293
1916,4148996762
1917,6846086247
1918,115611401
1919,5148996742
1920,1115611428
1921,5148997294
1922,115611402
1923,1115611429
1924,4148996763
1925,115611403
1926,1115611430
1927,115611404
1928,6846086248
1929,5148997295
1930,9741385801
1931,6846086249
1932,1115611431
1933,3464876502
1934,2464876526
1935,5148997296
1936,8741385790
1937,5148996743
1938,115611405
1939,6846086250
1940,9741385802
1941,8741385791
1942,4148996764
1943,9741385803
1944,8741385792
1945,1115611432
1946,5148997297
1947,9741385804
1948,6846086251
1949,3464876503
1950,5148997298
1951,115611406
1952,6846086252
1953,5148997299
1954,5148996744
1955,8741385793
1956,9741385805
1957,4148996765
1958,2464876527
1959,8741385794
1960,3464876504
1961,5148996745
1962,2464876528
1963,3464876505
1964,9741385806
1965,7846085256
1966,4148996766
1967,8741385795
1968,5148996746
1969,9741385807
1970,4148996767
1971,8741385796
1972,2464876529
1973,1115611433
1974,3464876506
1975,9741385808
1976,8741385797
1977,5148996747
1978,5148997300
1979,2464876530
1980,4148996768
1981,9741385809
1982,8741385798
1983,5148996748
1984,9741385810
1985,4148996769
1986,3464876507
1987,7846085257
1988,8741385799
1989,115611407
1990,2464876531
1991,5148996749
1992,5148997301
1993,3464876508
1994,2464876532
1995,9741385811
1996,7846085258
1997,3464876509
1998,6846085255
1999,1115611434
2000,7846085259
2001,4148996770
2002,2464876533
2003,8741385800
2004,9741385812
2005,8741385801
2006,115611408
2007,6846085256
2008,7846085260
2009,6846085257
2010,1115611435
2011,7846085261
2012,5148996750
2013,9741385813
2014,115611409
2015,3464876510
2016,4148996771
2017,1115611436
2018,5148996751
2019,6846085258
2020,115611410
2021,4148996772
2022,1115611437
2023,115611411
2024,1115611438
2025,8741385802
2026,115611412
2027,2464876534
2028,5148996752
2029,1115611439
2030,7846085262
2031,9741385814
2032,115611413
2033,3464876511
2034,8741385803
2035,1115611440
2036,6846085259
2037,7846085263
2038,9741385815
2039,8741385804
2040,115611414
2041,9741385816
2042,2464876535
2043,8741385805
2044,9741385817
2045,4148996773
2046,5148996753
2047,3464876512
2048,8741385806
2049,9741385818
2050,8741385807
2051,1115611441
2052,4148996774
2053,115611415
2054,6846085260
2055,7846085264
2056,2464876536
2057,5148996754
2058,1115611442
2059,9741385819
2060,115611416
2061,1115611443
2062,4148996775
2063,6846085261
2064,115611417
2065,1115611444
2066,5148996755
2067,115611418
2068,3464876513
2069,8741385808
2070,2464876537
2071,3464876514
2072,1115611445
2073,115611419
2074,1115611446
2075,2464876538
2076,3464876515
2077,9741385820
2078,4148996776
2079,5148996756
2080,8741385809
2081,2464876539
2082,115611420
2083,7846085265
2084,4148996777
2085,1115611447
2086,3464876516
2087,115611421
2088,2464876540
2089,6846085262
2090,9741385821
2091,8741385810
2092,7846085266
2093,3464876517
2094,9741385822
2095,8741385811
2096,6846085263
2097,7846085267
2098,5148996757
2099,1115611448
2100,4148996778
2101,5148996758
2102,4148996779
2103,5148996759
2104,4148996780
2105,5148996760
2106,2464876541
2107,3464876518
2108,4148996781
2109,115611422
2110,9741385823
2111,2464876542
2112,3464876519
2113,6846085264
2114,7846085268
2115,2464876543
2116,1115611449
2117,3464876520
2118,2464876544
2119,8741385812
2120,6846085265
2121,7846085269
2122,115611423
2123,3464876521
2124,1115611450
2125,5148996761
2126,6846085266
2127,115611424
2128,2464876545
2129,7846085270
2130,6846085267
2131,3464876522
2132,9741385824
2133,1115611451
2134,115611425
2135,7846085271
2136,6846085268
2137,8741385813
2138,1115611452
2139,4148996782
2140,115611426
2141,5148996762
2142,2464876546
2143,4148996783
2144,7846085272
2145,1115611453
2146,6846085269
2147,115611427
2148,7846085273
2149,1115611454
2150,115611428
2151,5148996763
2152,3464876523
2153,1115611455
2154,4148996784
2155,6846085270
2156,5148996764
2157,7846085274
2158,115611429
2159,1115611456
2160,9741385825
2161,6846085271
2162,7846085275
2163,4148996785
2164,115611430
2165,2464876547
2166,3464876524
2167,1115611457
2168,115611431
2169,6846085272
2170,2464876548
2171,8741385814
2172,1115611458
2173,3464876525
2174,9741385826
2175,2464876549
2176,7846085276
2177,6846085273
2178,5148996765
2179,3464876526
2180,115611432
2181,7846085277
2182,1115611459
2183,115611433
2184,4148996786
2185,5148996766
2186,6846085274
2187,7846085278
2188,6846085275
2189,2464876550
2190,3464876527
2191,7846085279
2192,8741385815
2193,4148996787
2194,6846085276
2195,1115611460
2196,7846085280
2197,115611434
2198,9741385827
2199,2464876551
2200,1115611461
2201,115611435
2202,5148996767
2203,3464876528
2204,4148996788
2205,6846085277
2206,2464876552
2207,5148996768
2208,3464876529
2209,4148996789
2210,1115611462
2211,5148996769
2212,4148996790
2213,2464876553
2214,115611436
2215,5148996770
2216,1115611463
2217,3464876530
2218,7846085281
2219,115611437
2220,4148996791
2221,2464876554
2222,3464876531
2223,5148996771
2224,6846085278
2225,8741385816
2226,2464876555
2227,7846085282
2228,9741385828
2229,6846085279
2230,7846085283
2231,3464876532
2232,6846085280
2233,8741385817
2234,2464876556
2235,3464876533
2236,9741385829
2237,8741385818
2238,9741385830
2239,2464876557
2240,8741385819
2241,7846085284
2242,6846085281
2243,7846085285
2244,1115611464
2245,115611438
2246,6846085282
2247,4148996792
2248,5148996772
2249,4148996793
2250,3464876534
2251,2464876558
2252,3464876535
2253,5148996773
2254,4148996794
2255,5148996774
2256,7846085286
2257,6846085283
2258,9741385831
2259,1115611465
2260,115611439
2261,7846085287
2262,1115611466
2263,8741385820
2264,9741385832
2265,8741385821
2266,2464876559
2267,115611440
2268,3464876536
2269,1115611467
2270,4148996795
2271,9741385833
2272,5148996775
2273,115611441
2274,6846085284
2275,4148996796
2276,1115611468
2277,7846085288
2278,6846085285
2279,5148996776
2280,7846085289
2281,115611442
2282,8741385822
2283,6846085286
2284,2464876560
2285,3464876537
2286,9741385834
2287,7846085290
2288,4148996797
2289,5148996777
2290,1115611469
2291,115611443
2292,6846085287
2293,1115611470
2294,8741385823
2295,115611444
2296,1115611471
2297,4148996798
2298,9741385835
