ID_REGLEMENT;TOTAL;TVA;RESERVATION
1868;270;0.1;3150
1869;75;0.1;3151
1870;75;0.1;3154
1871;75;0.1;3158
1872;750;0.1;3161
1873;195;0.1;3162
1874;225;0.1;3163
1875;270;0.1;3164
1876;330;0.1;3166
1877;500;0.1;3167
1878;195;0.1;3170
1879;270;0.1;3172
1880;540;0.1;3174
1881;180;0.1;3176
1882;180;0.1;3177
1883;220;0.1;3179
1884;270;0.1;3180
1885;90;0.1;3183
1886;75;0.1;3184
1887;90;0.1;3187
1888;90;0.1;3188
1889;90;0.1;3190
1890;180;0.1;3192
1891;360;0.1;3193
1892;90;0.1;3195
1893;250;0.1;3197
1894;270;0.1;3201
1895;90;0.1;3202
1896;75;0.1;3203
1897;330;0.1;3204
1898;75;0.1;3205
1899;75;0.1;3206
1900;250;0.1;3207
1901;180;0.1;3211
1902;225;0.1;3213
1903;90;0.1;3214
1904;500;0.1;3215
1905;75;0.1;3217
1906;180;0.1;3219
1907;360;0.1;3220
1908;195;0.1;3221
1909;180;0.1;3223
1910;180;0.1;3224
1911;220;0.1;3226
1912;150;0.1;3228
1913;75;0.1;3230
1914;220;0.1;3231
1915;225;0.1;3232
1916;150;0.1;3234
1917;150;0.1;3235
1918;65;0.1;3237
1919;180;0.1;3238
1920;150;0.1;3240
1921;270;0.1;3241
1922;150;0.1;3243
1923;110;0.1;3244
1924;75;0.1;3245
1925;150;0.1;3246
1926;130;0.1;3252
1927;90;0.1;3254
1928;270;0.1;3257
1929;360;0.1;3258
1930;75;0.1;3259
1931;220;0.1;3261
1932;150;0.1;3262
1933;75;0.1;3264
1934;180;0.1;3268
1935;330;0.1;3269
1936;65;0.1;3270
1937;150;0.1;3274
1938;330;0.1;3276
1939;130;0.1;3277
1940;130;0.1;3284
1941;195;0.1;3285
1942;150;0.1;3287
1943;220;0.1;3289
1944;150;0.1;3293
1945;90;0.1;3295
1946;130;0.1;3297
1947;180;0.1;3300
1948;75;0.1;3301
1949;225;0.1;3302
1950;270;0.1;3303
1951;75;0.1;3306
1952;330;0.1;3309
1953;75;0.1;3310
1954;150;0.1;3311
1955;150;0.1;3312
1956;500;0.1;3314
1957;75;0.1;3315
1958;220;0.1;3316
1959;180;0.1;3317
1960;225;0.1;3319
1961;330;0.1;3323
1962;150;0.1;3324
1963;130;0.1;3325
1964;75;0.1;3327
1965;75;0.1;3329
1966;150;0.1;3336
1967;90;0.1;3337
1968;330;0.1;3339
1969;90;0.1;3341
1970;220;0.1;3342
1971;180;0.1;3343
1972;75;0.1;3344
1973;110;0.1;3347
1974;90;0.1;3348
1975;90;0.1;3349
1976;180;0.1;3352
1977;75;0.1;3354
1978;180;0.1;3360
1979;195;0.1;3362
1980;110;0.1;3363
1981;540;0.1;3365
1982;225;0.1;3369
1983;270;0.1;3372
1984;75;0.1;3376
1985;270;0.1;3378
1986;360;0.1;3380
1987;75;0.1;3381
1988;180;0.1;3382
1989;540;0.1;3383
1990;110;0.1;3384
1991;150;0.1;3385
1992;150;0.1;3387
1993;250;0.1;3388
1994;225;0.1;3392
1995;75;0.1;3393
1996;225;0.1;3394
1997;180;0.1;3395
1998;90;0.1;3396
1999;225;0.1;3397
2000;330;0.1;3398
2001;110;0.1;3399
2002;90;0.1;3400
2003;75;0.1;3402
2004;65;0.1;3403
2005;75;0.1;3405
2006;500;0.1;3407
2007;500;0.1;3408
2008;90;0.1;3409
2009;330;0.1;3413
2010;90;0.1;3414
2011;270;0.1;3415
2012;75;0.1;3419
2013;130;0.1;3420
2014;75;0.1;3421
2015;150;0.1;3423
2016;270;0.1;3424
2017;130;0.1;3426
2018;90;0.1;3427
2019;90;0.1;3429
2020;130;0.1;3432
2021;195;0.1;3434
2022;270;0.1;3435
2023;250;0.1;3436
2024;195;0.1;3437
2025;75;0.1;3438
2026;110;0.1;3439
2027;75;0.1;3440
2028;75;0.1;3441
2029;75;0.1;3442
2030;270;0.1;3443
2031;360;0.1;3446
2032;225;0.1;3448
2033;110;0.1;3449
2034;150;0.1;3450
2035;90;0.1;3451
2036;225;0.1;3452
2037;180;0.1;3454
2038;540;0.1;3455
2039;220;0.1;3458
2040;225;0.1;3460
2041;65;0.1;3463
2042;225;0.1;3465
2043;150;0.1;3466
2044;75;0.1;3467
2045;150;0.1;3468
2046;75;0.1;3470
2047;180;0.1;3471
2048;500;0.1;3472
2049;270;0.1;3473
2050;90;0.1;3475
2051;180;0.1;3477
2052;220;0.1;3480
2053;90;0.1;3482
2054;110;0.1;3483
2055;150;0.1;3484
2056;75;0.1;3485
2057;130;0.1;3490
2058;195;0.1;3493
2059;110;0.1;3494
2060;90;0.1;3495
2061;65;0.1;3497
2062;180;0.1;3498
1;220;0.1;2
2;220;0.1;3
3;540;0.1;4
4;500;0.1;5
5;225;0.1;9
6;90;0.1;11
7;225;0.1;12
8;110;0.1;13
9;90;0.1;17
10;180;0.1;20
11;150;0.1;21
12;110;0.1;22
13;150;0.1;23
14;110;0.1;24
15;150;0.1;25
16;90;0.1;26
17;180;0.1;27
18;65;0.1;28
19;330;0.1;29
20;75;0.1;33
21;75;0.1;34
22;150;0.1;36
23;225;0.1;38
24;330;0.1;40
25;75;0.1;41
26;90;0.1;42
27;220;0.1;45
28;110;0.1;47
29;180;0.1;48
30;90;0.1;49
31;65;0.1;51
32;220;0.1;52
33;75;0.1;53
34;500;0.1;54
35;110;0.1;57
36;110;0.1;59
37;250;0.1;60
38;180;0.1;61
39;180;0.1;63
40;180;0.1;64
41;75;0.1;65
42;90;0.1;67
43;130;0.1;70
44;750;0.1;72
45;110;0.1;74
46;75;0.1;75
47;220;0.1;76
48;150;0.1;82
49;150;0.1;83
50;110;0.1;85
51;150;0.1;86
52;270;0.1;87
53;195;0.1;90
54;180;0.1;91
55;225;0.1;92
56;75;0.1;93
57;150;0.1;94
58;90;0.1;95
59;90;0.1;96
60;90;0.1;97
61;180;0.1;98
62;180;0.1;100
63;330;0.1;102
64;180;0.1;103
65;75;0.1;104
66;75;0.1;105
67;220;0.1;107
68;150;0.1;109
69;150;0.1;110
70;130;0.1;111
71;225;0.1;112
72;750;0.1;117
73;75;0.1;119
74;130;0.1;120
75;150;0.1;122
76;150;0.1;123
77;75;0.1;125
78;90;0.1;128
79;180;0.1;129
80;180;0.1;131
81;180;0.1;133
82;65;0.1;134
83;195;0.1;136
84;90;0.1;138
85;225;0.1;139
86;180;0.1;140
87;180;0.1;141
88;150;0.1;142
89;540;0.1;143
90;180;0.1;144
91;130;0.1;146
92;65;0.1;147
93;110;0.1;148
94;180;0.1;149
95;180;0.1;152
96;195;0.1;154
97;150;0.1;156
98;75;0.1;157
99;90;0.1;158
100;180;0.1;159
101;90;0.1;161
102;330;0.1;162
103;180;0.1;163
104;75;0.1;165
105;750;0.1;166
106;75;0.1;167
107;150;0.1;168
108;90;0.1;169
109;220;0.1;170
110;250;0.1;171
111;65;0.1;172
112;110;0.1;174
113;270;0.1;175
114;75;0.1;176
115;150;0.1;178
116;220;0.1;179
117;90;0.1;180
118;150;0.1;183
119;65;0.1;184
120;150;0.1;186
121;75;0.1;187
122;220;0.1;189
123;360;0.1;190
124;180;0.1;191
125;220;0.1;193
126;270;0.1;194
127;65;0.1;195
128;180;0.1;198
129;90;0.1;199
130;250;0.1;200
131;90;0.1;201
132;180;0.1;202
133;110;0.1;203
134;225;0.1;204
135;90;0.1;206
136;110;0.1;208
137;360;0.1;209
138;90;0.1;210
139;180;0.1;211
140;150;0.1;213
141;220;0.1;214
142;150;0.1;215
143;65;0.1;218
144;150;0.1;219
145;270;0.1;222
146;225;0.1;223
147;180;0.1;225
148;150;0.1;226
149;220;0.1;227
150;270;0.1;229
151;360;0.1;231
152;130;0.1;235
153;130;0.1;236
154;180;0.1;238
155;220;0.1;239
156;75;0.1;240
157;180;0.1;241
158;75;0.1;246
159;75;0.1;247
160;220;0.1;250
161;180;0.1;251
162;180;0.1;254
163;220;0.1;255
164;75;0.1;256
165;270;0.1;257
166;220;0.1;258
167;130;0.1;260
168;220;0.1;261
169;195;0.1;262
170;220;0.1;266
171;225;0.1;267
172;65;0.1;268
173;195;0.1;269
174;180;0.1;270
175;130;0.1;271
176;110;0.1;272
177;225;0.1;273
178;270;0.1;274
179;500;0.1;275
180;65;0.1;276
181;150;0.1;277
182;75;0.1;278
183;250;0.1;279
184;75;0.1;281
185;90;0.1;284
186;330;0.1;285
187;110;0.1;287
188;250;0.1;290
189;130;0.1;291
190;90;0.1;292
191;150;0.1;293
192;180;0.1;294
193;360;0.1;297
194;75;0.1;298
195;130;0.1;299
196;250;0.1;302
197;75;0.1;304
198;75;0.1;306
199;220;0.1;307
200;150;0.1;308
201;180;0.1;311
202;180;0.1;312
203;150;0.1;313
204;250;0.1;314
205;75;0.1;315
206;110;0.1;316
207;90;0.1;317
208;75;0.1;319
209;130;0.1;321
210;180;0.1;322
211;75;0.1;323
212;75;0.1;325
213;270;0.1;326
214;130;0.1;328
215;110;0.1;332
216;150;0.1;334
217;90;0.1;335
218;180;0.1;336
219;270;0.1;338
220;750;0.1;339
221;360;0.1;340
222;195;0.1;345
223;180;0.1;347
224;330;0.1;348
225;90;0.1;349
226;150;0.1;350
227;250;0.1;351
228;225;0.1;352
229;130;0.1;353
230;90;0.1;354
231;220;0.1;356
232;180;0.1;357
233;195;0.1;359
234;180;0.1;362
235;130;0.1;365
236;225;0.1;366
237;180;0.1;368
238;270;0.1;370
239;180;0.1;372
240;360;0.1;375
241;220;0.1;377
242;90;0.1;378
243;225;0.1;380
244;360;0.1;381
245;75;0.1;383
246;130;0.1;384
247;150;0.1;386
248;180;0.1;387
249;65;0.1;389
250;250;0.1;392
251;220;0.1;393
252;195;0.1;395
253;250;0.1;397
254;330;0.1;401
255;270;0.1;402
256;150;0.1;403
257;500;0.1;404
258;150;0.1;405
259;225;0.1;408
260;195;0.1;409
261;225;0.1;410
262;180;0.1;411
263;150;0.1;415
264;75;0.1;416
265;150;0.1;418
266;75;0.1;419
267;75;0.1;422
268;75;0.1;423
269;110;0.1;424
270;750;0.1;425
271;180;0.1;428
272;65;0.1;429
273;360;0.1;431
274;225;0.1;433
275;270;0.1;434
276;180;0.1;435
277;150;0.1;437
278;270;0.1;438
279;180;0.1;439
280;75;0.1;446
281;75;0.1;447
282;75;0.1;449
283;180;0.1;450
284;180;0.1;451
285;110;0.1;452
286;540;0.1;453
287;225;0.1;458
288;220;0.1;460
289;90;0.1;462
290;65;0.1;465
291;180;0.1;468
292;180;0.1;469
293;75;0.1;470
294;225;0.1;471
295;250;0.1;472
296;500;0.1;473
297;75;0.1;474
298;65;0.1;475
299;65;0.1;476
300;180;0.1;477
301;130;0.1;478
302;195;0.1;480
303;75;0.1;481
304;270;0.1;482
305;150;0.1;483
306;250;0.1;484
307;130;0.1;486
308;150;0.1;487
309;360;0.1;488
310;90;0.1;489
311;540;0.1;490
312;195;0.1;491
313;150;0.1;492
314;540;0.1;495
315;150;0.1;499
316;90;0.1;500
317;110;0.1;502
318;75;0.1;503
319;65;0.1;505
320;90;0.1;507
321;220;0.1;508
322;150;0.1;511
323;150;0.1;512
324;150;0.1;514
325;150;0.1;515
326;180;0.1;520
327;150;0.1;522
328;130;0.1;524
329;150;0.1;525
330;195;0.1;527
331;110;0.1;528
332;180;0.1;529
333;90;0.1;530
334;75;0.1;531
335;90;0.1;532
336;500;0.1;534
337;225;0.1;536
338;75;0.1;538
339;150;0.1;539
340;220;0.1;540
341;150;0.1;541
342;90;0.1;542
343;750;0.1;543
344;75;0.1;544
345;250;0.1;545
346;225;0.1;546
347;75;0.1;547
348;110;0.1;549
349;75;0.1;551
350;270;0.1;552
351;75;0.1;553
352;225;0.1;554
353;195;0.1;555
354;220;0.1;556
355;360;0.1;559
356;270;0.1;560
357;225;0.1;561
358;75;0.1;562
359;250;0.1;564
360;75;0.1;565
361;150;0.1;566
362;110;0.1;568
363;65;0.1;569
364;220;0.1;571
365;250;0.1;572
366;150;0.1;573
367;180;0.1;577
368;225;0.1;578
369;360;0.1;580
370;110;0.1;581
371;500;0.1;582
372;75;0.1;583
373;110;0.1;584
374;225;0.1;585
375;65;0.1;587
376;150;0.1;591
377;75;0.1;592
378;500;0.1;593
379;250;0.1;594
380;75;0.1;596
381;75;0.1;598
382;75;0.1;599
383;65;0.1;602
384;150;0.1;605
385;75;0.1;606
386;225;0.1;607
387;90;0.1;608
388;195;0.1;611
389;750;0.1;612
390;270;0.1;613
391;270;0.1;620
392;180;0.1;621
393;150;0.1;623
394;75;0.1;626
395;270;0.1;628
396;65;0.1;629
397;90;0.1;631
398;75;0.1;632
399;540;0.1;633
400;225;0.1;634
401;90;0.1;636
402;220;0.1;637
403;360;0.1;638
404;130;0.1;639
405;360;0.1;640
406;220;0.1;642
407;150;0.1;643
408;225;0.1;648
409;220;0.1;649
411;150;0.1;652
